> NZ_CP027472.1
  NZ_CP027583.1 17350 2111326 1245
  NZ_CP027583.1 17350 3659166 823
  NZ_CP027583.1 16481 3658297 781
  NZ_CP027583.1 16481 2110457 781
  NZ_CP027583.1 61595 3830894 741
  NZ_CP027583.1 59611 3673717 520
  NZ_CP027583.1 5159 4919333 424
  NZ_CP027583.1 5159 1388523 424
  NZ_CP027583.1 60733 3829926 422
  NZ_CP027583.1 71638 5235203 411
  NZ_CP027583.1 71639 2888247 410
  NZ_CP027583.1 25105 5235205 409
  NZ_CP027583.1 25105 2888248 409
  NZ_CP027583.1 75855 5235279 328
  NZ_CP027583.1 75855 2888322 328
  NZ_CP027583.1 3564 2098411 314
  NZ_CP027583.1 61167 3830462 268
  NZ_CP027583.1 58182 2091853 245
  NZ_CP027583.1 11300 2098410 240
  NZ_CP027583.1 76334 5235765 232
  NZ_CP027583.1 6033 1332877 221
  NZ_CP027583.1 59162 3673269 220
  NZ_CP027583.1 72659 2054303 215
  NZ_CP027583.1 18382 3660045 213
  NZ_CP027583.1 72669 5236234 205
  NZ_CP027583.1 72669 2889277 205
  NZ_CP027583.1 57660 2091318 195
  NZ_CP027583.1 72342 2888950 192
  NZ_CP027583.1 72691 2043416 183
  NZ_CP027583.1 25580 5235680 165
  NZ_CP027583.1 37659 1305479 158
  NZ_CP027583.1 37659 996802 158
  NZ_CP027583.1 66861 2076440 155
  NZ_CP027583.1 72131 5235696 149
  NZ_CP027583.1 11092 3828365 149
  NZ_CP027583.1 11092 594881 149
  NZ_CP027583.1 58711 2092383 142
  NZ_CP027583.1 4170 2420298 141
  NZ_CP027583.1 58485 2092157 138
  NZ_CP027583.1 17430 3724646 133
  NZ_CP027583.1 17430 465118 133
  NZ_CP027582.1 3477056 3483863 555050
  NZ_CP027582.1 228662 233922 450691
  NZ_CP027582.1 2586630 2592160 388772
  NZ_CP027582.1 4797936 4834340 380220
  NZ_CP027582.1 2259475 2264996 311826
  NZ_CP027582.1 679441 684637 310476
  NZ_CP027582.1 5178243 5214646 297822
  NZ_CP027582.1 1893282 1898526 261117
  NZ_CP027582.1 2975421 2982228 254730
  NZ_CP027582.1 4508619 4505740 240078
  NZ_CP027582.1 3230235 3237015 168046
  NZ_CP027582.1 1541513 1546597 166580
  NZ_CP027582.1 1713038 1718125 162408
  NZ_CP027582.1 1383906 1388989 157406
  NZ_CP027582.1 5475915 5512741 131830
  NZ_CP027582.1 117926 123155 110604
  NZ_CP027582.1 1009234 1014444 109347
  NZ_CP027582.1 1119893 1123826 101647
  NZ_CP027582.1 1221754 1225533 88869
  NZ_CP027582.1 1 45784 77315
  NZ_CP027582.1 3398354 3406439 72079
  NZ_CP027582.1 1325544 1329336 58351
  NZ_CP027582.1 2181445 2186811 56375
  NZ_CP027582.1 4748786 4745901 49109
  NZ_CP027582.1 5634647 1 45780
  NZ_CP027582.1 4464665 4460506 43947
  NZ_CP027582.1 5620477 5657426 14156
  NZ_CP027582.1 2571393 2576923 13947
  NZ_CP027582.1 1697377 1882057 10716
  NZ_CP027582.1 989832 1303717 10687
  NZ_CP027582.1 1300286 995390 10337
  NZ_CP027582.1 990182 995390 10337
  NZ_CP027582.1 2154370 2159748 8971
